Comunidad,Año,Mes,Numero Paradas
Extremadura,2018,Mayo,103353
Principado de Asturias,2018,Mayo,73620
Castilla y León,2018,Mayo,150424
Comunidad de Madrid,2018,Mayo,360760
Islas Baleares,2018,Mayo,39068
Canarias,2018,Mayo,212411
Cantabria,2018,Mayo,37141
Aragón,2018,Mayo,64206
Comunidad Foral de Navarra,2018,Mayo,33336
Galicia,2018,Mayo,176696
Melilla,2018,Mayo,10083
Región de Murcia,2018,Mayo,101175
Andalucía,2018,Mayo,800320
La Rioja,2018,Mayo,15898
País Vasco,2018,Mayo,122801
Comunidad Valenciana,2018,Mayo,374216
Ceuta,2018,Mayo,11821
Cataluña,2018,Mayo,385568
Castilla-La Mancha,2018,Mayo,179233
Extremadura,2018,Noviembre,104070
Principado de Asturias,2018,Noviembre,73357
Castilla y León,2018,Noviembre,147480
Comunidad de Madrid,2018,Noviembre,345876
Islas Baleares,2018,Noviembre,59872
Canarias,2018,Noviembre,209975
Cantabria,2018,Noviembre,36835
Aragón,2018,Noviembre,66484
Comunidad Foral de Navarra,2018,Noviembre,33015
Galicia,2018,Noviembre,170369
Melilla,2018,Noviembre,8823
Región de Murcia,2018,Noviembre,105029
Andalucía,2018,Noviembre,811073
La Rioja,2018,Noviembre,16019
País Vasco,2018,Noviembre,121499
Comunidad Valenciana,2018,Noviembre,368564
Ceuta,2018,Noviembre,11469
Cataluña,2018,Noviembre,394405
Castilla-La Mancha,2018,Noviembre,168653
Extremadura,2018,Octubre,105244
Principado de Asturias,2018,Octubre,72617
Castilla y León,2018,Octubre,147354
Comunidad de Madrid,2018,Octubre,351797
Islas Baleares,2018,Octubre,50217
Canarias,2018,Octubre,208101
Cantabria,2018,Octubre,35882
Aragón,2018,Octubre,65844
Comunidad Foral de Navarra,2018,Octubre,33178
Galicia,2018,Octubre,169744
Melilla,2018,Octubre,10024
Región de Murcia,2018,Octubre,104374
Andalucía,2018,Octubre,815452
La Rioja,2018,Octubre,15585
País Vasco,2018,Octubre,122415
Comunidad Valenciana,2018,Octubre,372093
Ceuta,2018,Octubre,11423
Cataluña,2018,Octubre,391197
Castilla-La Mancha,2018,Octubre,172162
Extremadura,2018,Septiembre,102287
Principado de Asturias,2018,Septiembre,70562
Castilla y León,2018,Septiembre,142590
Comunidad de Madrid,2018,Septiembre,353903
Islas Baleares,2018,Septiembre,40747
Canarias,2018,Septiembre,205430
Cantabria,2018,Septiembre,34432
Aragón,2018,Septiembre,63671
Comunidad Foral de Navarra,2018,Septiembre,33115
Galicia,2018,Septiembre,166320
Melilla,2018,Septiembre,10095
Región de Murcia,2018,Septiembre,102995
Andalucía,2018,Septiembre,804598
La Rioja,2018,Septiembre,14912
País Vasco,2018,Septiembre,123037
Comunidad Valenciana,2018,Septiembre,374995
Ceuta,2018,Septiembre,11923
Cataluña,2018,Septiembre,380344
Castilla-La Mancha,2018,Septiembre,166553
Extremadura,2019,Abril,97905
Principado de Asturias,2019,Abril,72356
Castilla y León,2019,Abril,145093
Comunidad de Madrid,2019,Abril,347725
Islas Baleares,2019,Abril,44730
Canarias,2019,Abril,207618
Cantabria,2019,Abril,36658
Aragón,2019,Abril,63750
Comunidad Foral de Navarra,2019,Abril,32581
Galicia,2019,Abril,166226
Melilla,2019,Abril,9268
Región de Murcia,2019,Abril,100499
Andalucía,2019,Abril,779094
La Rioja,2019,Abril,16041
País Vasco,2019,Abril,115644
Comunidad Valenciana,2019,Abril,365141
Ceuta,2019,Abril,11453
Cataluña,2019,Abril,381598
Castilla-La Mancha,2019,Abril,170186
Extremadura,2019,Agosto,93379
Principado de Asturias,2019,Agosto,65490
Castilla y León,2019,Agosto,131967
Comunidad de Madrid,2019,Agosto,342709
Islas Baleares,2019,Agosto,38841
Canarias,2019,Agosto,205173
Cantabria,2019,Agosto,31948
Aragón,2019,Agosto,61483
Comunidad Foral de Navarra,2019,Agosto,31083
Galicia,2019,Agosto,153820
Melilla,2019,Agosto,9709
Región de Murcia,2019,Agosto,96955
Andalucía,2019,Agosto,758489
La Rioja,2019,Agosto,15183
País Vasco,2019,Agosto,116078
Comunidad Valenciana,2019,Agosto,365062
Ceuta,2019,Agosto,11870
Cataluña,2019,Agosto,371418
Castilla-La Mancha,2019,Agosto,165147
Extremadura,2019,Diciembre,101095
Principado de Asturias,2019,Diciembre,69957
Castilla y León,2019,Diciembre,139874
Comunidad de Madrid,2019,Diciembre,339332
Islas Baleares,2019,Diciembre,61121
Canarias,2019,Diciembre,208249
Cantabria,2019,Diciembre,36729
Aragón,2019,Diciembre,64856
Comunidad Foral de Navarra,2019,Diciembre,33198
Galicia,2019,Diciembre,165308
Melilla,2019,Diciembre,9627
Región de Murcia,2019,Diciembre,98941
Andalucía,2019,Diciembre,777934
La Rioja,2019,Diciembre,16187
País Vasco,2019,Diciembre,114162
Comunidad Valenciana,2019,Diciembre,357564
Ceuta,2019,Diciembre,11036
Cataluña,2019,Diciembre,388124
Castilla-La Mancha,2019,Diciembre,170311
Extremadura,2019,Enero,106167
Principado de Asturias,2019,Enero,75781
Castilla y León,2019,Enero,151328
Comunidad de Madrid,2019,Enero,350606
Islas Baleares,2019,Enero,60216
Canarias,2019,Enero,209419
Cantabria,2019,Enero,39556
Aragón,2019,Enero,69059
Comunidad Foral de Navarra,2019,Enero,33579
Galicia,2019,Enero,174800
Melilla,2019,Enero,8376
Región de Murcia,2019,Enero,106290
Andalucía,2019,Enero,808763
La Rioja,2019,Enero,16535
País Vasco,2019,Enero,120750
Comunidad Valenciana,2019,Enero,373500
Ceuta,2019,Enero,11204
Cataluña,2019,Enero,398376
Castilla-La Mancha,2019,Enero,171456
Extremadura,2019,Febrero,104633
Principado de Asturias,2019,Febrero,76087
Castilla y León,2019,Febrero,151065
Comunidad de Madrid,2019,Febrero,354212
Islas Baleares,2019,Febrero,58125
Canarias,2019,Febrero,209466
Cantabria,2019,Febrero,39765
Aragón,2019,Febrero,66962
Comunidad Foral de Navarra,2019,Febrero,33839
Galicia,2019,Febrero,173709
Melilla,2019,Febrero,8767
Región de Murcia,2019,Febrero,106939
Andalucía,2019,Febrero,813359
La Rioja,2019,Febrero,16324
País Vasco,2019,Febrero,119863
Comunidad Valenciana,2019,Febrero,375397
Ceuta,2019,Febrero,11369
Cataluña,2019,Febrero,396642
Castilla-La Mancha,2019,Febrero,172517
Extremadura,2019,Julio,91959
Principado de Asturias,2019,Julio,65366
Castilla y León,2019,Julio,131973
Comunidad de Madrid,2019,Julio,335510
Islas Baleares,2019,Julio,37505
Canarias,2019,Julio,204662
Cantabria,2019,Julio,31665
Aragón,2019,Julio,60454
Comunidad Foral de Navarra,2019,Julio,31002
Galicia,2019,Julio,150921
Melilla,2019,Julio,9845
Región de Murcia,2019,Julio,93818
Andalucía,2019,Julio,752799
La Rioja,2019,Julio,15154
País Vasco,2019,Julio,113084
Comunidad Valenciana,2019,Julio,351969
Ceuta,2019,Julio,11882
Cataluña,2019,Julio,358830
Castilla-La Mancha,2019,Julio,163035
Extremadura,2019,Junio,92073
Principado de Asturias,2019,Junio,67526
Castilla y León,2019,Junio,133242
Comunidad de Madrid,2019,Junio,334602
Islas Baleares,2019,Junio,36372
Canarias,2019,Junio,202683
Cantabria,2019,Junio,33328
Aragón,2019,Junio,59508
Comunidad Foral de Navarra,2019,Junio,30376
Galicia,2019,Junio,155249
Melilla,2019,Junio,9102
Región de Murcia,2019,Junio,94273
Andalucía,2019,Junio,757899
La Rioja,2019,Junio,14809
País Vasco,2019,Junio,111343
Comunidad Valenciana,2019,Junio,351330
Ceuta,2019,Junio,11374
Cataluña,2019,Junio,357272
Castilla-La Mancha,2019,Junio,163325
Extremadura,2019,Marzo,101783
Principado de Asturias,2019,Marzo,75124
Castilla y León,2019,Marzo,148767
Comunidad de Madrid,2019,Marzo,353737
Islas Baleares,2019,Marzo,54761
Canarias,2019,Marzo,209235
Cantabria,2019,Marzo,38704
Aragón,2019,Marzo,65412
Comunidad Foral de Navarra,2019,Marzo,33693
Galicia,2019,Marzo,170841
Melilla,2019,Marzo,9167
Región de Murcia,2019,Marzo,104780
Andalucía,2019,Marzo,805319
La Rioja,2019,Marzo,16443
País Vasco,2019,Marzo,117952
Comunidad Valenciana,2019,Marzo,370395
Ceuta,2019,Marzo,11358
Cataluña,2019,Marzo,395740
Castilla-La Mancha,2019,Marzo,171873
Extremadura,2019,Mayo,93843
Principado de Asturias,2019,Mayo,70197
Castilla y León,2019,Mayo,140411
Comunidad de Madrid,2019,Mayo,341125
Islas Baleares,2019,Mayo,38897
Canarias,2019,Mayo,206041
Cantabria,2019,Mayo,35311
Aragón,2019,Mayo,60731
Comunidad Foral de Navarra,2019,Mayo,31263
Galicia,2019,Mayo,160805
Melilla,2019,Mayo,9164
Región de Murcia,2019,Mayo,95525
Andalucía,2019,Mayo,761113
La Rioja,2019,Mayo,15056
País Vasco,2019,Mayo,113873
Comunidad Valenciana,2019,Mayo,356397
Ceuta,2019,Mayo,11511
Cataluña,2019,Mayo,371091
Castilla-La Mancha,2019,Mayo,167137
Extremadura,2019,Noviembre,102202
Principado de Asturias,2019,Noviembre,70877
Castilla y León,2019,Noviembre,140973
Comunidad de Madrid,2019,Noviembre,343131
Islas Baleares,2019,Noviembre,62143
Canarias,2019,Noviembre,210893
Cantabria,2019,Noviembre,36699
Aragón,2019,Noviembre,65223
Comunidad Foral de Navarra,2019,Noviembre,32416
Galicia,2019,Noviembre,165659
Melilla,2019,Noviembre,10052
Región de Murcia,2019,Noviembre,100624
Andalucía,2019,Noviembre,794615
La Rioja,2019,Noviembre,15733
País Vasco,2019,Noviembre,113777
Comunidad Valenciana,2019,Noviembre,360507
Ceuta,2019,Noviembre,11869
Cataluña,2019,Noviembre,390182
Castilla-La Mancha,2019,Noviembre,170609
Extremadura,2019,Octubre,100714
Principado de Asturias,2019,Octubre,70062
Castilla y León,2019,Octubre,139536
Comunidad de Madrid,2019,Octubre,345986
Islas Baleares,2019,Octubre,50586
Canarias,2019,Octubre,210131
Cantabria,2019,Octubre,35877
Aragón,2019,Octubre,65235
Comunidad Foral de Navarra,2019,Octubre,31858
Galicia,2019,Octubre,164307
Melilla,2019,Octubre,9985
Región de Murcia,2019,Octubre,99819
Andalucía,2019,Octubre,787114
La Rioja,2019,Octubre,15541
País Vasco,2019,Octubre,115341
Comunidad Valenciana,2019,Octubre,364314
Ceuta,2019,Octubre,12149
Cataluña,2019,Octubre,387267
Castilla-La Mancha,2019,Octubre,171837
Extremadura,2019,Septiembre,97404
Principado de Asturias,2019,Septiembre,67569
Castilla y León,2019,Septiembre,132594
Comunidad de Madrid,2019,Septiembre,342516
Islas Baleares,2019,Septiembre,40377
Canarias,2019,Septiembre,204529
Cantabria,2019,Septiembre,34111
Aragón,2019,Septiembre,62863
Comunidad Foral de Navarra,2019,Septiembre,30437
Galicia,2019,Septiembre,156984
Melilla,2019,Septiembre,9875
Región de Murcia,2019,Septiembre,96492
Andalucía,2019,Septiembre,763355
La Rioja,2019,Septiembre,14251
País Vasco,2019,Septiembre,113634
Comunidad Valenciana,2019,Septiembre,364856
Ceuta,2019,Septiembre,12239
Cataluña,2019,Septiembre,372623
Castilla-La Mancha,2019,Septiembre,163002
Extremadura,2020,Enero,105228
Principado de Asturias,2020,Enero,72967
Castilla y León,2020,Enero,143905
Comunidad de Madrid,2020,Enero,350749
Islas Baleares,2020,Enero,60855
Canarias,2020,Enero,211164
Cantabria,2020,Enero,38850
Aragón,2020,Enero,67635
Comunidad Foral de Navarra,2020,Enero,33872
Galicia,2020,Enero,167755
Melilla,2020,Enero,9332
Región de Murcia,2020,Enero,102403
Andalucía,2020,Enero,806090
La Rioja,2020,Enero,16352
País Vasco,2020,Enero,117649
Comunidad Valenciana,2020,Enero,366562
Ceuta,2020,Enero,11216
Cataluña,2020,Enero,393682
Castilla-La Mancha,2020,Enero,177587
Extremadura,2020,Febrero,105246
Principado de Asturias,2020,Febrero,72940
Castilla y León,2020,Febrero,143723
Comunidad de Madrid,2020,Febrero,352896
Islas Baleares,2020,Febrero,57565
Canarias,2020,Febrero,207837
Cantabria,2020,Febrero,38873
Aragón,2020,Febrero,66972
Comunidad Foral de Navarra,2020,Febrero,33975
Galicia,2020,Febrero,166229
Melilla,2020,Febrero,9329
Región de Murcia,2020,Febrero,101485
Andalucía,2020,Febrero,806764
La Rioja,2020,Febrero,16454
País Vasco,2020,Febrero,117239
Comunidad Valenciana,2020,Febrero,366262
Ceuta,2020,Febrero,11303
Cataluña,2020,Febrero,395214
Castilla-La Mancha,2020,Febrero,175741
