TERRITORIO;TIPOLOGÍA PENAL;a_2013;a_2014;Var_porc_14s13
Municipio de Parla;8.-HURTOS;500;448;-10,4
Municipio de Pozuelo de Alarcón;1.-DELITOS Y FALTAS (EU);829;857;3,4
Municipio de Pozuelo de Alarcón;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0
Municipio de Pozuelo de Alarcón;3.-DELINCUENCIA VIOLENTA (EU);21;21;0
Municipio de Pozuelo de Alarcón;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);21;15;-28,6
Municipio de Pozuelo de Alarcón;4.-ROBOS CON FUERZA;139;139;0
Municipio de Pozuelo de Alarcón;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);42;31;-26,2
Municipio de Pozuelo de Alarcón;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);38;35;-7,9
Municipio de Pozuelo de Alarcón;6.-TRÁFICO DE DROGAS (EU);1;3;200
Municipio de Pozuelo de Alarcón;7.-DAÑOS;104;97;-6,7
Municipio de Pozuelo de Alarcón;8.-HURTOS;289;318;10
Municipio de Rivas-Vaciamadrid;1.-DELITOS Y FALTAS (EU);1304;1315;0,8
Municipio de Rivas-Vaciamadrid;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0
Municipio de Rivas-Vaciamadrid;3.-DELINCUENCIA VIOLENTA (EU);63;43;-31,7
Municipio de Rivas-Vaciamadrid;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);56;37;-33,9
Municipio de Rivas-Vaciamadrid;4.-ROBOS CON FUERZA;319;307;-3,8
Municipio de Rivas-Vaciamadrid;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);84;83;-1,2
Municipio de Rivas-Vaciamadrid;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);38;60;57,9
Municipio de Rivas-Vaciamadrid;6.-TRÁFICO DE DROGAS (EU);1;0;-100
Municipio de Rivas-Vaciamadrid;7.-DAÑOS;204;288;41,2
Municipio de Rivas-Vaciamadrid;8.-HURTOS;425;376;-11,5
Municipio de Rozas de Madrid (Las);1.-DELITOS Y FALTAS (EU);1192;1135;-4,8
Municipio de Rozas de Madrid (Las);2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0
Municipio de Rozas de Madrid (Las);3.-DELINCUENCIA VIOLENTA (EU);40;38;-5
Municipio de Rozas de Madrid (Las);3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);37;35;-5,4
Municipio de Rozas de Madrid (Las);4.-ROBOS CON FUERZA;270;278;3
Municipio de Rozas de Madrid (Las);4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);67;124;85,1
Municipio de Rozas de Madrid (Las);5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);37;21;-43,2
Municipio de Rozas de Madrid (Las);6.-TRÁFICO DE DROGAS (EU);2;4;100
Municipio de Rozas de Madrid (Las);7.-DAÑOS;162;151;-6,8
Municipio de Rozas de Madrid (Las);8.-HURTOS;373;387;3,8
Municipio de San Sebastián de los Reyes;1.-DELITOS Y FALTAS (EU);1246;1192;-4,3
Municipio de San Sebastián de los Reyes;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;1;100
Municipio de San Sebastián de los Reyes;3.-DELINCUENCIA VIOLENTA (EU);43;62;44,2
Municipio de San Sebastián de los Reyes;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);43;56;30,2
Municipio de San Sebastián de los Reyes;4.-ROBOS CON FUERZA;201;171;-14,9
Municipio de San Sebastián de los Reyes;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);53;39;-26,4
Municipio de San Sebastián de los Reyes;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);40;30;-25
Municipio de San Sebastián de los Reyes;6.-TRÁFICO DE DROGAS (EU);3;2;-33,3
Municipio de San Sebastián de los Reyes;7.-DAÑOS;155;108;-30,3
Municipio de San Sebastián de los Reyes;8.-HURTOS;533;574;7,7
Municipio de Torrejón de Ardoz;1.-DELITOS Y FALTAS (EU);1266;1387;9,6
Municipio de Torrejón de Ardoz;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0
Municipio de Torrejón de Ardoz;3.-DELINCUENCIA VIOLENTA (EU);69;72;4,3
Municipio de Torrejón de Ardoz;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);57;64;12,3
Municipio de Torrejón de Ardoz;4.-ROBOS CON FUERZA;143;235;64,3
Municipio de Torrejón de Ardoz;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);39;42;7,7
Municipio de Torrejón de Ardoz;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);39;36;-7,7
Municipio de Torrejón de Ardoz;6.-TRÁFICO DE DROGAS (EU);9;10;11,1
Municipio de Torrejón de Ardoz;7.-DAÑOS;171;175;2,3
Municipio de Torrejón de Ardoz;8.-HURTOS;458;462;0,9
Municipio de Valdemoro;1.-DELITOS Y FALTAS (EU);953;887;-6,9
Municipio de Valdemoro;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0
Municipio de Valdemoro;3.-DELINCUENCIA VIOLENTA (EU);45;42;-6,7
Municipio de Valdemoro;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);43;40;-7
Municipio de Valdemoro;4.-ROBOS CON FUERZA;212;169;-20,3
Municipio de Valdemoro;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);60;27;-55
Municipio de Valdemoro;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);25;31;24
Municipio de Valdemoro;6.-TRÁFICO DE DROGAS (EU);2;3;50
Municipio de Valdemoro;7.-DAÑOS;166;175;5,4
Municipio de Valdemoro;8.-HURTOS;224;224;0
MURCIA (REGIÓN DE);1.-DELITOS Y FALTAS (EU);14349;13069;-8,9
MURCIA (REGIÓN DE);2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);1;1;0
MURCIA (REGIÓN DE);3.-DELINCUENCIA VIOLENTA (EU);559;467;-16,5
MURCIA (REGIÓN DE);3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);433;325;-24,9
MURCIA (REGIÓN DE);4.-ROBOS CON FUERZA;3615;3281;-9,2
MURCIA (REGIÓN DE);4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);1629;1609;-1,2
MURCIA (REGIÓN DE);5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);409;315;-23
MURCIA (REGIÓN DE);6.-TRÁFICO DE DROGAS (EU);69;46;-33,3
MURCIA (REGIÓN DE);7.-DAÑOS;1311;1216;-7,2
MURCIA (REGIÓN DE);8.-HURTOS;4439;3765;-15,2
Municipio de Cartagena;1.-DELITOS Y FALTAS (EU);1950;1826;-6,4
Municipio de Cartagena;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;1;100
Municipio de Cartagena;3.-DELINCUENCIA VIOLENTA (EU);80;52;-35
Municipio de Cartagena;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);64;40;-37,5
Municipio de Cartagena;4.-ROBOS CON FUERZA;424;457;7,8
Municipio de Cartagena;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);194;248;27,8
Municipio de Cartagena;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);23;25;8,7
Municipio de Cartagena;6.-TRÁFICO DE DROGAS (EU);8;4;-50
Municipio de Cartagena;7.-DAÑOS;226;192;-15
Municipio de Cartagena;8.-HURTOS;617;551;-10,7
Municipio de Lorca;1.-DELITOS Y FALTAS (EU);590;587;-0,5
Municipio de Lorca;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0
Municipio de Lorca;3.-DELINCUENCIA VIOLENTA (EU);33;13;-60,6
Municipio de Lorca;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);26;11;-57,7
Municipio de Lorca;4.-ROBOS CON FUERZA;141;150;6,4
Municipio de Lorca;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);50;73;46
Municipio de Lorca;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);12;11;-8,3
Municipio de Lorca;6.-TRÁFICO DE DROGAS (EU);7;1;-85,7
Municipio de Lorca;7.-DAÑOS;59;79;33,9
Municipio de Lorca;8.-HURTOS;188;176;-6,4
Municipio de Molina de Segura;1.-DELITOS Y FALTAS (EU);461;483;4,8
Municipio de Molina de Segura;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0
Municipio de Molina de Segura;3.-DELINCUENCIA VIOLENTA (EU);20;15;-25
Municipio de Molina de Segura;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);15;11;-26,7
Municipio de Molina de Segura;4.-ROBOS CON FUERZA;138;108;-21,7
Municipio de Molina de Segura;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);51;55;7,8
Municipio de Molina de Segura;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);16;9;-43,8
Municipio de Molina de Segura;6.-TRÁFICO DE DROGAS (EU);0;5;100
Municipio de Molina de Segura;7.-DAÑOS;21;18;-14,3
Municipio de Molina de Segura;8.-HURTOS;152;157;3,3
Municipio de Murcia;1.-DELITOS Y FALTAS (EU);5385;4402;-18,3
Municipio de Murcia;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);1;0;-100
Municipio de Murcia;3.-DELINCUENCIA VIOLENTA (EU);248;215;-13,3
Municipio de Murcia;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);203;156;-23,2
Municipio de Murcia;4.-ROBOS CON FUERZA;1010;865;-14,4
Municipio de Murcia;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);452;357;-21
Municipio de Murcia;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);236;163;-30,9
Municipio de Murcia;6.-TRÁFICO DE DROGAS (EU);22;16;-27,3
Municipio de Murcia;7.-DAÑOS;473;340;-28,1
Municipio de Murcia;8.-HURTOS;1979;1482;-25,1
NAVARRA (COMUNIDAD FORAL DE);1.-DELITOS Y FALTAS (EU);5013;6329;26,3
NAVARRA (COMUNIDAD FORAL DE);2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);1;0;-100
NAVARRA (COMUNIDAD FORAL DE);3.-DELINCUENCIA VIOLENTA (EU);184;133;-27,7
NAVARRA (COMUNIDAD FORAL DE);3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);66;58;-12,1
NAVARRA (COMUNIDAD FORAL DE);4.-ROBOS CON FUERZA;830;975;17,5
NAVARRA (COMUNIDAD FORAL DE);4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);256;321;25,4
NAVARRA (COMUNIDAD FORAL DE);5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);61;60;-1,6
NAVARRA (COMUNIDAD FORAL DE);6.-TRÁFICO DE DROGAS (EU);28;36;28,6
NAVARRA (COMUNIDAD FORAL DE);7.-DAÑOS;685;968;41,3
NAVARRA (COMUNIDAD FORAL DE);8.-HURTOS;1449;1952;34,7
Municipio de Pamplona/Iruña;1.-DELITOS Y FALTAS (EU);1811;2710;49,6
Municipio de Pamplona/Iruña;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0
Municipio de Pamplona/Iruña;3.-DELINCUENCIA VIOLENTA (EU);74;68;-8,1
Municipio de Pamplona/Iruña;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);40;42;5
Municipio de Pamplona/Iruña;4.-ROBOS CON FUERZA;144;240;66,7
Municipio de Pamplona/Iruña;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);45;79;75,6
Municipio de Pamplona/Iruña;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);11;18;63,6
Municipio de Pamplona/Iruña;6.-TRÁFICO DE DROGAS (EU);16;13;-18,8
Municipio de Pamplona/Iruña;7.-DAÑOS;194;486;150,5
Municipio de Pamplona/Iruña;8.-HURTOS;752;1036;37,8
PAÍS VASCO;1.-DELITOS Y FALTAS (EU);22576;21681;-4
PAÍS VASCO;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;3;100
PAÍS VASCO;3.-DELINCUENCIA VIOLENTA (EU);973;787;-19,1
PAÍS VASCO;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);712;547;-23,2
PAÍS VASCO;4.-ROBOS CON FUERZA;4578;4167;-9
PAÍS VASCO;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);1252;1615;29
PAÍS VASCO;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);195;173;-11,3
PAÍS VASCO;6.-TRÁFICO DE DROGAS (EU);98;92;-6,1
PAÍS VASCO;7.-DAÑOS;2161;2140;-1
PAÍS VASCO;8.-HURTOS;6765;6584;-2,7
Provincia de Araba/Álava;1.-DELITOS Y FALTAS (EU);3466;3070;-11,4
Provincia de Araba/Álava;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0
Provincia de Araba/Álava;3.-DELINCUENCIA VIOLENTA (EU);125;87;-30,4
Provincia de Araba/Álava;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);90;56;-37,8
Provincia de Araba/Álava;4.-ROBOS CON FUERZA;621;509;-18
Provincia de Araba/Álava;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);152;155;2
Provincia de Araba/Álava;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);19;22;15,8
Provincia de Araba/Álava;6.-TRÁFICO DE DROGAS (EU);9;3;-66,7
Provincia de Araba/Álava;7.-DAÑOS;358;265;-26
Provincia de Araba/Álava;8.-HURTOS;1283;1117;-12,9
Municipio de Vitoria-Gasteiz;1.-DELITOS Y FALTAS (EU);2794;2211;-20,9
Municipio de Vitoria-Gasteiz;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0
Municipio de Vitoria-Gasteiz;3.-DELINCUENCIA VIOLENTA (EU);120;79;-34,2
Municipio de Vitoria-Gasteiz;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);88;51;-42
Municipio de Vitoria-Gasteiz;4.-ROBOS CON FUERZA;443;366;-17,4
Municipio de Vitoria-Gasteiz;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);100;121;21
Municipio de Vitoria-Gasteiz;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);14;18;28,6
Municipio de Vitoria-Gasteiz;6.-TRÁFICO DE DROGAS (EU);8;2;-75
Municipio de Vitoria-Gasteiz;7.-DAÑOS;270;193;-28,5
Municipio de Vitoria-Gasteiz;8.-HURTOS;1129;957;-15,2
Provincia de Gipuzkoa;1.-DELITOS Y FALTAS (EU);5665;5778;2
Provincia de Gipuzkoa;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;1;100
Provincia de Gipuzkoa;3.-DELINCUENCIA VIOLENTA (EU);155;175;12,9
Provincia de Gipuzkoa;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);80;93;16,3
Provincia de Gipuzkoa;4.-ROBOS CON FUERZA;1334;1193;-10,6
Provincia de Gipuzkoa;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);355;469;32,1
Provincia de Gipuzkoa;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);48;63;31,3
Provincia de Gipuzkoa;6.-TRÁFICO DE DROGAS (EU);33;35;6,1
Provincia de Gipuzkoa;7.-DAÑOS;448;490;9,4
Provincia de Gipuzkoa;8.-HURTOS;1381;1384;0,2
Municipio de Irun;1.-DELITOS Y FALTAS (EU);704;669;-5
Municipio de Irun;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;1;100
Municipio de Irun;3.-DELINCUENCIA VIOLENTA (EU);19;27;42,1
Municipio de Irun;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);13;16;23,1
Municipio de Irun;4.-ROBOS CON FUERZA;120;93;-22,5
Municipio de Irun;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);30;21;-30
Municipio de Irun;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);8;6;-25
Municipio de Irun;6.-TRÁFICO DE DROGAS (EU);11;8;-27,3
Municipio de Irun;7.-DAÑOS;42;49;16,7
Municipio de Irun;8.-HURTOS;185;217;17,3
Municipio de Donostia/San Sebastián;1.-DELITOS Y FALTAS (EU);1413;1507;6,7
Municipio de Donostia/San Sebastián;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0
Municipio de Donostia/San Sebastián;3.-DELINCUENCIA VIOLENTA (EU);46;54;17,4
Municipio de Donostia/San Sebastián;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);28;32;14,3
Municipio de Donostia/San Sebastián;4.-ROBOS CON FUERZA;255;335;31,4
Municipio de Donostia/San Sebastián;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);66;147;122,7
Municipio de Donostia/San Sebastián;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);11;22;100
Municipio de Donostia/San Sebastián;6.-TRÁFICO DE DROGAS (EU);10;9;-10
Municipio de Donostia/San Sebastián;7.-DAÑOS;99;137;38,4
Municipio de Donostia/San Sebastián;8.-HURTOS;364;386;6
Provincia de Bizkaia;1.-DELITOS Y FALTAS (EU);13445;12833;-4,6
Provincia de Bizkaia;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;2;100
Provincia de Bizkaia;3.-DELINCUENCIA VIOLENTA (EU);693;525;-24,2
Provincia de Bizkaia;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);542;398;-26,6
Provincia de Bizkaia;4.-ROBOS CON FUERZA;2623;2465;-6
Provincia de Bizkaia;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);745;991;33
Provincia de Bizkaia;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);128;88;-31,3
Provincia de Bizkaia;6.-TRÁFICO DE DROGAS (EU);56;54;-3,6
Provincia de Bizkaia;7.-DAÑOS;1355;1385;2,2
Provincia de Bizkaia;8.-HURTOS;4101;4083;-0,4
Municipio de Barakaldo;1.-DELITOS Y FALTAS (EU);1576;1429;-9,3
Municipio de Barakaldo;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0
Municipio de Barakaldo;3.-DELINCUENCIA VIOLENTA (EU);111;67;-39,6
Municipio de Barakaldo;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);100;54;-46
Municipio de Barakaldo;4.-ROBOS CON FUERZA;357;340;-4,8
Municipio de Barakaldo;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);104;141;35,6
Municipio de Barakaldo;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);10;8;-20
Municipio de Barakaldo;6.-TRÁFICO DE DROGAS (EU);4;4;0
Municipio de Barakaldo;7.-DAÑOS;157;119;-24,2
Municipio de Barakaldo;8.-HURTOS;501;554;10,6
Municipio de Bilbao;1.-DELITOS Y FALTAS (EU);5212;4765;-8,6
Municipio de Bilbao;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;1;100
Municipio de Bilbao;3.-DELINCUENCIA VIOLENTA (EU);363;264;-27,3
Municipio de Bilbao;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);297;219;-26,3
Municipio de Bilbao;4.-ROBOS CON FUERZA;750;621;-17,2
Municipio de Bilbao;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);216;216;0
Municipio de Bilbao;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);35;33;-5,7
Municipio de Bilbao;6.-TRÁFICO DE DROGAS (EU);31;29;-6,5
Municipio de Bilbao;7.-DAÑOS;466;529;13,5
Municipio de Bilbao;8.-HURTOS;1970;1954;-0,8
Municipio de Getxo;1.-DELITOS Y FALTAS (EU);653;585;-10,4
Municipio de Getxo;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0
Municipio de Getxo;3.-DELINCUENCIA VIOLENTA (EU);41;29;-29,3
Municipio de Getxo;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);26;23;-11,5
Municipio de Getxo;4.-ROBOS CON FUERZA;100;126;26
Municipio de Getxo;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);43;70;62,8
Municipio de Getxo;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);4;5;25
Municipio de Getxo;6.-TRÁFICO DE DROGAS (EU);0;0;0
Municipio de Getxo;7.-DAÑOS;78;88;12,8
Municipio de Getxo;8.-HURTOS;152;162;6,6
RIOJA (LA);1.-DELITOS Y FALTAS (EU);2293;2351;2,5
RIOJA (LA);2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;1;100
RIOJA (LA);3.-DELINCUENCIA VIOLENTA (EU);94;90;-4,3
RIOJA (LA);3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);52;44;-15,4
RIOJA (LA);4.-ROBOS CON FUERZA;564;490;-13,1
RIOJA (LA);4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);201;173;-13,9
RIOJA (LA);5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);24;16;-33,3
RIOJA (LA);6.-TRÁFICO DE DROGAS (EU);17;9;-47,1
RIOJA (LA);7.-DAÑOS;281;300;6,8
RIOJA (LA);8.-HURTOS;674;707;4,9
Municipio de Logroño;1.-DELITOS Y FALTAS (EU);1307;1370;4,8
Municipio de Logroño;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;1;100
Municipio de Logroño;3.-DELINCUENCIA VIOLENTA (EU);66;61;-7,6
Municipio de Logroño;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);41;34;-17,1
Municipio de Logroño;4.-ROBOS CON FUERZA;216;226;4,6
Municipio de Logroño;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);66;72;9,1
Municipio de Logroño;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);15;8;-46,7
Municipio de Logroño;6.-TRÁFICO DE DROGAS (EU);7;4;-42,9
Municipio de Logroño;7.-DAÑOS;166;166;0
Municipio de Logroño;8.-HURTOS;496;519;4,6
CIUDAD AUTÓNOMA DE CEUTA;1.-DELITOS Y FALTAS (EU);1562;1366;-12,5
CIUDAD AUTÓNOMA DE CEUTA;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;1;100
CIUDAD AUTÓNOMA DE CEUTA;3.-DELINCUENCIA VIOLENTA (EU);60;66;10
CIUDAD AUTÓNOMA DE CEUTA;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);52;59;13,5
CIUDAD AUTÓNOMA DE CEUTA;4.-ROBOS CON FUERZA;175;148;-15,4
CIUDAD AUTÓNOMA DE CEUTA;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);27;22;-18,5
CIUDAD AUTÓNOMA DE CEUTA;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);127;69;-45,7
CIUDAD AUTÓNOMA DE CEUTA;6.-TRÁFICO DE DROGAS (EU);300;200;-33,3
CIUDAD AUTÓNOMA DE CEUTA;7.-DAÑOS;118;117;-0,8
CIUDAD AUTÓNOMA DE CEUTA;8.-HURTOS;300;266;-11,3
CIUDAD AUTÓNOMA DE MELILLA;1.-DELITOS Y FALTAS (EU);1142;1101;-3,6
CIUDAD AUTÓNOMA DE MELILLA;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;1;100
CIUDAD AUTÓNOMA DE MELILLA;3.-DELINCUENCIA VIOLENTA (EU);91;98;7,7
CIUDAD AUTÓNOMA DE MELILLA;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);67;75;11,9
CIUDAD AUTÓNOMA DE MELILLA;4.-ROBOS CON FUERZA;201;136;-32,3
CIUDAD AUTÓNOMA DE MELILLA;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);18;22;22,2
CIUDAD AUTÓNOMA DE MELILLA;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);64;53;-17,2
CIUDAD AUTÓNOMA DE MELILLA;6.-TRÁFICO DE DROGAS (EU);41;48;17,1
CIUDAD AUTÓNOMA DE MELILLA;7.-DAÑOS;86;94;9,3
CIUDAD AUTÓNOMA DE MELILLA;8.-HURTOS;301;259;-14
FUERA DE ESPAÑA;1.-DELITOS Y FALTAS (EU);4087;4162;1,8
FUERA DE ESPAÑA;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0
FUERA DE ESPAÑA;3.-DELINCUENCIA VIOLENTA (EU);64;51;-20,3
FUERA DE ESPAÑA;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);60;49;-18,3
FUERA DE ESPAÑA;4.-ROBOS CON FUERZA;55;47;-14,5
FUERA DE ESPAÑA;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);5;1;-80
FUERA DE ESPAÑA;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);22;21;-4,5
FUERA DE ESPAÑA;6.-TRÁFICO DE DROGAS (EU);1;3;200
FUERA DE ESPAÑA;7.-DAÑOS;8;7;-12,5
FUERA DE ESPAÑA;8.-HURTOS;496;465;-6,3
NACIONAL;1.-DELITOS Y FALTAS (EU);537223;515315;-4,1
NACIONAL;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);79;86;8,9
NACIONAL;3.-DELINCUENCIA VIOLENTA (EU);27235;23398;-14,1
NACIONAL;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);22708;18906;-16,7
NACIONAL;4.-ROBOS CON FUERZA;101874;92773;-8,9
NACIONAL;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);33812;32812;-3
NACIONAL;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);12938;11073;-14,4
NACIONAL;6.-TRÁFICO DE DROGAS (EU);3218;2994;-7
NACIONAL;7.-DAÑOS;59000;56537;-4,2
NACIONAL;8.-HURTOS;182997;174548;-4,6
