Comunidad,Año,Trimestre,Tipo de delito,Denuncias
Comunidad Valenciana,2017,Trimestre 4,"Robos con fuerza, violencia o intimidación",61517
Comunidad Valenciana,2017,Trimestre 4,Sustracciones de vehículos,42424
Comunidad Valenciana,2017,Trimestre 4,Tráfico de drogas,12946
Comunidad Valenciana,2017,Trimestre 4,Otros,1375
Andalucía,2018,Trimestre 1,Homicidios dolosos y asesinatos consumados,16
Andalucía,2018,Trimestre 1,Hurtos,22540
Andalucía,2018,Trimestre 1,"Robos con fuerza, violencia o intimidación",1687
Andalucía,2018,Trimestre 1,Sustracciones de vehículos,1759
Andalucía,2018,Trimestre 1,Tráfico de drogas,835
Andalucía,2018,Trimestre 1,Otros,40
Aragón,2018,Trimestre 1,Homicidios dolosos y asesinatos consumados,16
Aragón,2018,Trimestre 1,Hurtos,24990
Aragón,2018,Trimestre 1,"Robos con fuerza, violencia o intimidación",1879
Aragón,2018,Trimestre 1,Sustracciones de vehículos,1833
Aragón,2018,Trimestre 1,Tráfico de drogas,886
Aragón,2018,Trimestre 1,Otros,47
Principado de Asturias,2018,Trimestre 1,Homicidios dolosos y asesinatos consumados,18
Principado de Asturias,2018,Trimestre 1,Hurtos,26628
Principado de Asturias,2018,Trimestre 1,"Robos con fuerza, violencia o intimidación",1947
Principado de Asturias,2018,Trimestre 1,Sustracciones de vehículos,1890
Principado de Asturias,2018,Trimestre 1,Tráfico de drogas,906
Principado de Asturias,2018,Trimestre 1,Otros,52
Islas Baleares,2018,Trimestre 1,Homicidios dolosos y asesinatos consumados,21
Islas Baleares,2018,Trimestre 1,Hurtos,30260
Islas Baleares,2018,Trimestre 1,"Robos con fuerza, violencia o intimidación",2186
Islas Baleares,2018,Trimestre 1,Sustracciones de vehículos,2194
Islas Baleares,2018,Trimestre 1,Tráfico de drogas,965
Islas Baleares,2018,Trimestre 1,Otros,59
Canarias,2018,Trimestre 1,Homicidios dolosos y asesinatos consumados,30
Canarias,2018,Trimestre 1,Hurtos,38700
Canarias,2018,Trimestre 1,"Robos con fuerza, violencia o intimidación",2574
Canarias,2018,Trimestre 1,Sustracciones de vehículos,2520
Canarias,2018,Trimestre 1,Tráfico de drogas,1127
Canarias,2018,Trimestre 1,Otros,83
Cantabria,2018,Trimestre 1,Homicidios dolosos y asesinatos consumados,30
Cantabria,2018,Trimestre 1,Hurtos,39789
Cantabria,2018,Trimestre 1,"Robos con fuerza, violencia o intimidación",2618
Cantabria,2018,Trimestre 1,Sustracciones de vehículos,2557
Cantabria,2018,Trimestre 1,Tráfico de drogas,1144
Cantabria,2018,Trimestre 1,Otros,84
Castilla-La Mancha,2018,Trimestre 1,Homicidios dolosos y asesinatos consumados,33
Castilla-La Mancha,2018,Trimestre 1,Hurtos,43297
Castilla-La Mancha,2018,Trimestre 1,"Robos con fuerza, violencia o intimidación",2820
Castilla-La Mancha,2018,Trimestre 1,Sustracciones de vehículos,2716
Castilla-La Mancha,2018,Trimestre 1,Tráfico de drogas,1230
Castilla-La Mancha,2018,Trimestre 1,Otros,94
Castilla y León,2018,Trimestre 1,Homicidios dolosos y asesinatos consumados,35
Castilla y León,2018,Trimestre 1,Hurtos,47857
Castilla y León,2018,Trimestre 1,"Robos con fuerza, violencia o intimidación",2988
Castilla y León,2018,Trimestre 1,Sustracciones de vehículos,2850
Castilla y León,2018,Trimestre 1,Tráfico de drogas,1303
Castilla y León,2018,Trimestre 1,Otros,104
Cataluña,2018,Trimestre 1,Homicidios dolosos y asesinatos consumados,44
Cataluña,2018,Trimestre 1,Hurtos,91122
Cataluña,2018,Trimestre 1,"Robos con fuerza, violencia o intimidación",8197
Cataluña,2018,Trimestre 1,Sustracciones de vehículos,4890
Cataluña,2018,Trimestre 1,Tráfico de drogas,1913
Cataluña,2018,Trimestre 1,Otros,214
Ceuta,2018,Trimestre 1,Homicidios dolosos y asesinatos consumados,44
Ceuta,2018,Trimestre 1,Hurtos,91309
Ceuta,2018,Trimestre 1,"Robos con fuerza, violencia o intimidación",8227
Ceuta,2018,Trimestre 1,Sustracciones de vehículos,4956
Ceuta,2018,Trimestre 1,Tráfico de drogas,1965
Ceuta,2018,Trimestre 1,Otros,216
Extremadura,2018,Trimestre 1,Homicidios dolosos y asesinatos consumados,45
Extremadura,2018,Trimestre 1,Hurtos,92910
Extremadura,2018,Trimestre 1,"Robos con fuerza, violencia o intimidación",8294
Extremadura,2018,Trimestre 1,Sustracciones de vehículos,4993
Extremadura,2018,Trimestre 1,Tráfico de drogas,2002
Extremadura,2018,Trimestre 1,Otros,222
Galicia,2018,Trimestre 1,Homicidios dolosos y asesinatos consumados,49
Galicia,2018,Trimestre 1,Hurtos,97313
Galicia,2018,Trimestre 1,"Robos con fuerza, violencia o intimidación",8524
Galicia,2018,Trimestre 1,Sustracciones de vehículos,5114
Galicia,2018,Trimestre 1,Tráfico de drogas,2109
Galicia,2018,Trimestre 1,Otros,235
La Rioja,2018,Trimestre 1,Homicidios dolosos y asesinatos consumados,49
La Rioja,2018,Trimestre 1,Hurtos,97861
La Rioja,2018,Trimestre 1,"Robos con fuerza, violencia o intimidación",8546
La Rioja,2018,Trimestre 1,Sustracciones de vehículos,5127
La Rioja,2018,Trimestre 1,Tráfico de drogas,2129
La Rioja,2018,Trimestre 1,Otros,237
Comunidad de Madrid,2018,Trimestre 1,Homicidios dolosos y asesinatos consumados,62
Comunidad de Madrid,2018,Trimestre 1,Hurtos,136741
Comunidad de Madrid,2018,Trimestre 1,"Robos con fuerza, violencia o intimidación",11945
Comunidad de Madrid,2018,Trimestre 1,Sustracciones de vehículos,7362
Comunidad de Madrid,2018,Trimestre 1,Tráfico de drogas,2581
Comunidad de Madrid,2018,Trimestre 1,Otros,299
Melilla,2018,Trimestre 1,Homicidios dolosos y asesinatos consumados,62
Melilla,2018,Trimestre 1,Hurtos,137018
Melilla,2018,Trimestre 1,"Robos con fuerza, violencia o intimidación",12026
Melilla,2018,Trimestre 1,Sustracciones de vehículos,7385
Melilla,2018,Trimestre 1,Tráfico de drogas,2597
Melilla,2018,Trimestre 1,Otros,299
Región de Murcia,2018,Trimestre 1,Homicidios dolosos y asesinatos consumados,66
Región de Murcia,2018,Trimestre 1,Hurtos,140715
Región de Murcia,2018,Trimestre 1,"Robos con fuerza, violencia o intimidación",12407
Región de Murcia,2018,Trimestre 1,Sustracciones de vehículos,7658
Región de Murcia,2018,Trimestre 1,Tráfico de drogas,2657
Región de Murcia,2018,Trimestre 1,Otros,306
Comunidad Foral de Navarra,2018,Trimestre 1,Homicidios dolosos y asesinatos consumados,67
Comunidad Foral de Navarra,2018,Trimestre 1,Hurtos,142200
Comunidad Foral de Navarra,2018,Trimestre 1,"Robos con fuerza, violencia o intimidación",12469
Comunidad Foral de Navarra,2018,Trimestre 1,Sustracciones de vehículos,7698
Comunidad Foral de Navarra,2018,Trimestre 1,Tráfico de drogas,2683
Comunidad Foral de Navarra,2018,Trimestre 1,Otros,318
País Vasco,2018,Trimestre 1,Homicidios dolosos y asesinatos consumados,70
País Vasco,2018,Trimestre 1,Hurtos,148501
País Vasco,2018,Trimestre 1,"Robos con fuerza, violencia o intimidación",12912
País Vasco,2018,Trimestre 1,Sustracciones de vehículos,7915
País Vasco,2018,Trimestre 1,Tráfico de drogas,2769
País Vasco,2018,Trimestre 1,Otros,346
Comunidad Valenciana,2018,Trimestre 1,Homicidios dolosos y asesinatos consumados,75
Comunidad Valenciana,2018,Trimestre 1,Hurtos,164858
Comunidad Valenciana,2018,Trimestre 1,"Robos con fuerza, violencia o intimidación",14205
Comunidad Valenciana,2018,Trimestre 1,Sustracciones de vehículos,8670
Comunidad Valenciana,2018,Trimestre 1,Tráfico de drogas,3154
Comunidad Valenciana,2018,Trimestre 1,Otros,377
Andalucía,2018,Trimestre 2,Homicidios dolosos y asesinatos consumados,40
Andalucía,2018,Trimestre 2,Hurtos,47009
Andalucía,2018,Trimestre 2,"Robos con fuerza, violencia o intimidación",3421
Andalucía,2018,Trimestre 2,Sustracciones de vehículos,3390
Andalucía,2018,Trimestre 2,Tráfico de drogas,1847
Andalucía,2018,Trimestre 2,Otros,92
Aragón,2018,Trimestre 2,Homicidios dolosos y asesinatos consumados,41
Aragón,2018,Trimestre 2,Hurtos,51919
Aragón,2018,Trimestre 2,"Robos con fuerza, violencia o intimidación",3793
Aragón,2018,Trimestre 2,Sustracciones de vehículos,3541
Aragón,2018,Trimestre 2,Tráfico de drogas,1989
Aragón,2018,Trimestre 2,Otros,108
Principado de Asturias,2018,Trimestre 2,Homicidios dolosos y asesinatos consumados,44
Principado de Asturias,2018,Trimestre 2,Hurtos,55279
Principado de Asturias,2018,Trimestre 2,"Robos con fuerza, violencia o intimidación",3956
Principado de Asturias,2018,Trimestre 2,Sustracciones de vehículos,3652
Principado de Asturias,2018,Trimestre 2,Tráfico de drogas,2037
Principado de Asturias,2018,Trimestre 2,Otros,116
Islas Baleares,2018,Trimestre 2,Homicidios dolosos y asesinatos consumados,47
Islas Baleares,2018,Trimestre 2,Hurtos,66343
Islas Baleares,2018,Trimestre 2,"Robos con fuerza, violencia o intimidación",4486
Islas Baleares,2018,Trimestre 2,Sustracciones de vehículos,4324
Islas Baleares,2018,Trimestre 2,Tráfico de drogas,2241
Islas Baleares,2018,Trimestre 2,Otros,139
Canarias,2018,Trimestre 2,Homicidios dolosos y asesinatos consumados,65
Canarias,2018,Trimestre 2,Hurtos,80603
Canarias,2018,Trimestre 2,"Robos con fuerza, violencia o intimidación",5218
Canarias,2018,Trimestre 2,Sustracciones de vehículos,4946
Canarias,2018,Trimestre 2,Tráfico de drogas,2600
Canarias,2018,Trimestre 2,Otros,191
Cantabria,2018,Trimestre 2,Homicidios dolosos y asesinatos consumados,66
Cantabria,2018,Trimestre 2,Hurtos,82830
Cantabria,2018,Trimestre 2,"Robos con fuerza, violencia o intimidación",5294
Cantabria,2018,Trimestre 2,Sustracciones de vehículos,5019
Cantabria,2018,Trimestre 2,Tráfico de drogas,2640
Cantabria,2018,Trimestre 2,Otros,193
Castilla-La Mancha,2018,Trimestre 2,Homicidios dolosos y asesinatos consumados,71
Castilla-La Mancha,2018,Trimestre 2,Hurtos,90135
Castilla-La Mancha,2018,Trimestre 2,"Robos con fuerza, violencia o intimidación",5729
Castilla-La Mancha,2018,Trimestre 2,Sustracciones de vehículos,5333
Castilla-La Mancha,2018,Trimestre 2,Tráfico de drogas,2836
Castilla-La Mancha,2018,Trimestre 2,Otros,216
Castilla y León,2018,Trimestre 2,Homicidios dolosos y asesinatos consumados,76
Castilla y León,2018,Trimestre 2,Hurtos,99603
Castilla y León,2018,Trimestre 2,"Robos con fuerza, violencia o intimidación",6077
Castilla y León,2018,Trimestre 2,Sustracciones de vehículos,5596
Castilla y León,2018,Trimestre 2,Tráfico de drogas,3015
Castilla y León,2018,Trimestre 2,Otros,236
Cataluña,2018,Trimestre 2,Homicidios dolosos y asesinatos consumados,99
Cataluña,2018,Trimestre 2,Hurtos,191154
Cataluña,2018,Trimestre 2,"Robos con fuerza, violencia o intimidación",16267
Cataluña,2018,Trimestre 2,Sustracciones de vehículos,9882
Cataluña,2018,Trimestre 2,Tráfico de drogas,4264
Cataluña,2018,Trimestre 2,Otros,464
Ceuta,2018,Trimestre 2,Homicidios dolosos y asesinatos consumados,100
Ceuta,2018,Trimestre 2,Hurtos,191536
Ceuta,2018,Trimestre 2,"Robos con fuerza, violencia o intimidación",16331
Ceuta,2018,Trimestre 2,Sustracciones de vehículos,10011
Ceuta,2018,Trimestre 2,Tráfico de drogas,4364
Ceuta,2018,Trimestre 2,Otros,467
Extremadura,2018,Trimestre 2,Homicidios dolosos y asesinatos consumados,102
Extremadura,2018,Trimestre 2,Hurtos,194881
Extremadura,2018,Trimestre 2,"Robos con fuerza, violencia o intimidación",16457
Extremadura,2018,Trimestre 2,Sustracciones de vehículos,10093
Extremadura,2018,Trimestre 2,Tráfico de drogas,4450
Extremadura,2018,Trimestre 2,Otros,477
Galicia,2018,Trimestre 2,Homicidios dolosos y asesinatos consumados,106
Galicia,2018,Trimestre 2,Hurtos,204269
Galicia,2018,Trimestre 2,"Robos con fuerza, violencia o intimidación",16908
Galicia,2018,Trimestre 2,Sustracciones de vehículos,10374
Galicia,2018,Trimestre 2,Tráfico de drogas,4652
Galicia,2018,Trimestre 2,Otros,506
La Rioja,2018,Trimestre 2,Homicidios dolosos y asesinatos consumados,106
La Rioja,2018,Trimestre 2,Hurtos,205431
La Rioja,2018,Trimestre 2,"Robos con fuerza, violencia o intimidación",16951
La Rioja,2018,Trimestre 2,Sustracciones de vehículos,10419
La Rioja,2018,Trimestre 2,Tráfico de drogas,4691
La Rioja,2018,Trimestre 2,Otros,509
Comunidad de Madrid,2018,Trimestre 2,Homicidios dolosos y asesinatos consumados,122
Comunidad de Madrid,2018,Trimestre 2,Hurtos,283267
Comunidad de Madrid,2018,Trimestre 2,"Robos con fuerza, violencia o intimidación",23753
Comunidad de Madrid,2018,Trimestre 2,Sustracciones de vehículos,14935
Comunidad de Madrid,2018,Trimestre 2,Tráfico de drogas,5631
Comunidad de Madrid,2018,Trimestre 2,Otros,622
Melilla,2018,Trimestre 2,Homicidios dolosos y asesinatos consumados,122
Melilla,2018,Trimestre 2,Hurtos,283854
Melilla,2018,Trimestre 2,"Robos con fuerza, violencia o intimidación",23913
Melilla,2018,Trimestre 2,Sustracciones de vehículos,14971
Melilla,2018,Trimestre 2,Tráfico de drogas,5656
Melilla,2018,Trimestre 2,Otros,622
Región de Murcia,2018,Trimestre 2,Homicidios dolosos y asesinatos consumados,130
Región de Murcia,2018,Trimestre 2,Hurtos,291342
Región de Murcia,2018,Trimestre 2,"Robos con fuerza, violencia o intimidación",24601
Región de Murcia,2018,Trimestre 2,Sustracciones de vehículos,15468
Región de Murcia,2018,Trimestre 2,Tráfico de drogas,5807
Región de Murcia,2018,Trimestre 2,Otros,648
Comunidad Foral de Navarra,2018,Trimestre 2,Homicidios dolosos y asesinatos consumados,133
Comunidad Foral de Navarra,2018,Trimestre 2,Hurtos,294285
Comunidad Foral de Navarra,2018,Trimestre 2,"Robos con fuerza, violencia o intimidación",24702
Comunidad Foral de Navarra,2018,Trimestre 2,Sustracciones de vehículos,15547
Comunidad Foral de Navarra,2018,Trimestre 2,Tráfico de drogas,5862
Comunidad Foral de Navarra,2018,Trimestre 2,Otros,670
País Vasco,2018,Trimestre 2,Homicidios dolosos y asesinatos consumados,138
País Vasco,2018,Trimestre 2,Hurtos,307597
País Vasco,2018,Trimestre 2,"Robos con fuerza, violencia o intimidación",25504
País Vasco,2018,Trimestre 2,Sustracciones de vehículos,15965
País Vasco,2018,Trimestre 2,Tráfico de drogas,6033
País Vasco,2018,Trimestre 2,Otros,722
Comunidad Valenciana,2018,Trimestre 2,Homicidios dolosos y asesinatos consumados,148
Comunidad Valenciana,2018,Trimestre 2,Hurtos,340316
Comunidad Valenciana,2018,Trimestre 2,"Robos con fuerza, violencia o intimidación",27914
Comunidad Valenciana,2018,Trimestre 2,Sustracciones de vehículos,17462
Comunidad Valenciana,2018,Trimestre 2,Tráfico de drogas,6898
Comunidad Valenciana,2018,Trimestre 2,Otros,796
Andalucía,2018,Trimestre 3,Homicidios dolosos y asesinatos consumados,54
Andalucía,2018,Trimestre 3,Hurtos,71950
Andalucía,2018,Trimestre 3,"Robos con fuerza, violencia o intimidación",5250
Andalucía,2018,Trimestre 3,Sustracciones de vehículos,5180
Andalucía,2018,Trimestre 3,Tráfico de drogas,2856
Andalucía,2018,Trimestre 3,Otros,152
Aragón,2018,Trimestre 3,Homicidios dolosos y asesinatos consumados,57
Aragón,2018,Trimestre 3,Hurtos,79415
Aragón,2018,Trimestre 3,"Robos con fuerza, violencia o intimidación",5847
Aragón,2018,Trimestre 3,Sustracciones de vehículos,5392
Aragón,2018,Trimestre 3,Tráfico de drogas,3092
Aragón,2018,Trimestre 3,Otros,178
Principado de Asturias,2018,Trimestre 3,Homicidios dolosos y asesinatos consumados,64
Principado de Asturias,2018,Trimestre 3,Hurtos,84821
Principado de Asturias,2018,Trimestre 3,"Robos con fuerza, violencia o intimidación",6101
Principado de Asturias,2018,Trimestre 3,Sustracciones de vehículos,5555
Principado de Asturias,2018,Trimestre 3,Tráfico de drogas,3190
Principado de Asturias,2018,Trimestre 3,Otros,192
Islas Baleares,2018,Trimestre 3,Homicidios dolosos y asesinatos consumados,68
Islas Baleares,2018,Trimestre 3,Hurtos,106628
Islas Baleares,2018,Trimestre 3,"Robos con fuerza, violencia o intimidación",7072
Islas Baleares,2018,Trimestre 3,Sustracciones de vehículos,6712
Islas Baleares,2018,Trimestre 3,Tráfico de drogas,3620
Islas Baleares,2018,Trimestre 3,Otros,254
Canarias,2018,Trimestre 3,Homicidios dolosos y asesinatos consumados,91
Canarias,2018,Trimestre 3,Hurtos,127170
Canarias,2018,Trimestre 3,"Robos con fuerza, violencia o intimidación",8168
Canarias,2018,Trimestre 3,Sustracciones de vehículos,7685
Canarias,2018,Trimestre 3,Tráfico de drogas,4127
Canarias,2018,Trimestre 3,Otros,324
Cantabria,2018,Trimestre 3,Homicidios dolosos y asesinatos consumados,93
Cantabria,2018,Trimestre 3,Hurtos,130738
Cantabria,2018,Trimestre 3,"Robos con fuerza, violencia o intimidación",8289
Cantabria,2018,Trimestre 3,Sustracciones de vehículos,7783
Cantabria,2018,Trimestre 3,Tráfico de drogas,4192
Cantabria,2018,Trimestre 3,Otros,331
Castilla-La Mancha,2018,Trimestre 3,Homicidios dolosos y asesinatos consumados,101
Castilla-La Mancha,2018,Trimestre 3,Hurtos,141771
Castilla-La Mancha,2018,Trimestre 3,"Robos con fuerza, violencia o intimidación",8995
Castilla-La Mancha,2018,Trimestre 3,Sustracciones de vehículos,8246
Castilla-La Mancha,2018,Trimestre 3,Tráfico de drogas,4515
Castilla-La Mancha,2018,Trimestre 3,Otros,370
Castilla y León,2018,Trimestre 3,Homicidios dolosos y asesinatos consumados,110
Castilla y León,2018,Trimestre 3,Hurtos,156404
Castilla y León,2018,Trimestre 3,"Robos con fuerza, violencia o intimidación",9528
Castilla y León,2018,Trimestre 3,Sustracciones de vehículos,8658
Castilla y León,2018,Trimestre 3,Tráfico de drogas,4814
Castilla y León,2018,Trimestre 3,Otros,413
Cataluña,2018,Trimestre 3,Homicidios dolosos y asesinatos consumados,146
Cataluña,2018,Trimestre 3,Hurtos,301671
Cataluña,2018,Trimestre 3,"Robos con fuerza, violencia o intimidación",25667
Cataluña,2018,Trimestre 3,Sustracciones de vehículos,15395
Cataluña,2018,Trimestre 3,Tráfico de drogas,6663
Cataluña,2018,Trimestre 3,Otros,767
Ceuta,2018,Trimestre 3,Homicidios dolosos y asesinatos consumados,147
Ceuta,2018,Trimestre 3,Hurtos,302310
Ceuta,2018,Trimestre 3,"Robos con fuerza, violencia o intimidación",25773
Ceuta,2018,Trimestre 3,Sustracciones de vehículos,15590
Ceuta,2018,Trimestre 3,Tráfico de drogas,6795
Ceuta,2018,Trimestre 3,Otros,771
Extremadura,2018,Trimestre 3,Homicidios dolosos y asesinatos consumados,149
Extremadura,2018,Trimestre 3,Hurtos,307242
Extremadura,2018,Trimestre 3,"Robos con fuerza, violencia o intimidación",25967
Extremadura,2018,Trimestre 3,Sustracciones de vehículos,15708
Extremadura,2018,Trimestre 3,Tráfico de drogas,6969
Extremadura,2018,Trimestre 3,Otros,787
Galicia,2018,Trimestre 3,Homicidios dolosos y asesinatos consumados,155
Galicia,2018,Trimestre 3,Hurtos,322400
Galicia,2018,Trimestre 3,"Robos con fuerza, violencia o intimidación",26685
Galicia,2018,Trimestre 3,Sustracciones de vehículos,16136
Galicia,2018,Trimestre 3,Tráfico de drogas,7291
Galicia,2018,Trimestre 3,Otros,832
La Rioja,2018,Trimestre 3,Homicidios dolosos y asesinatos consumados,156
La Rioja,2018,Trimestre 3,Hurtos,324181
La Rioja,2018,Trimestre 3,"Robos con fuerza, violencia o intimidación",26745
La Rioja,2018,Trimestre 3,Sustracciones de vehículos,16197
La Rioja,2018,Trimestre 3,Tráfico de drogas,7347
La Rioja,2018,Trimestre 3,Otros,838
Comunidad de Madrid,2018,Trimestre 3,Homicidios dolosos y asesinatos consumados,183
Comunidad de Madrid,2018,Trimestre 3,Hurtos,434224
Comunidad de Madrid,2018,Trimestre 3,"Robos con fuerza, violencia o intimidación",36913
Comunidad de Madrid,2018,Trimestre 3,Sustracciones de vehículos,22643
Comunidad de Madrid,2018,Trimestre 3,Tráfico de drogas,8783
Comunidad de Madrid,2018,Trimestre 3,Otros,1018
Melilla,2018,Trimestre 3,Homicidios dolosos y asesinatos consumados,183
Melilla,2018,Trimestre 3,Hurtos,435149
Melilla,2018,Trimestre 3,"Robos con fuerza, violencia o intimidación",37165
Melilla,2018,Trimestre 3,Sustracciones de vehículos,22699
Melilla,2018,Trimestre 3,Tráfico de drogas,8817
Melilla,2018,Trimestre 3,Otros,1018
Región de Murcia,2018,Trimestre 3,Homicidios dolosos y asesinatos consumados,194
Región de Murcia,2018,Trimestre 3,Hurtos,446373
Región de Murcia,2018,Trimestre 3,"Robos con fuerza, violencia o intimidación",38265
Región de Murcia,2018,Trimestre 3,Sustracciones de vehículos,23423
Región de Murcia,2018,Trimestre 3,Tráfico de drogas,9043
Región de Murcia,2018,Trimestre 3,Otros,1055
Comunidad Foral de Navarra,2018,Trimestre 3,Homicidios dolosos y asesinatos consumados,203
Comunidad Foral de Navarra,2018,Trimestre 3,Hurtos,452417
Comunidad Foral de Navarra,2018,Trimestre 3,"Robos con fuerza, violencia o intimidación",38473
Comunidad Foral de Navarra,2018,Trimestre 3,Sustracciones de vehículos,23554
Comunidad Foral de Navarra,2018,Trimestre 3,Tráfico de drogas,9147
Comunidad Foral de Navarra,2018,Trimestre 3,Otros,1085
País Vasco,2018,Trimestre 3,Homicidios dolosos y asesinatos consumados,209
País Vasco,2018,Trimestre 3,Hurtos,473810
País Vasco,2018,Trimestre 3,"Robos con fuerza, violencia o intimidación",39768
País Vasco,2018,Trimestre 3,Sustracciones de vehículos,24219
País Vasco,2018,Trimestre 3,Tráfico de drogas,9439
País Vasco,2018,Trimestre 3,Otros,1169
Comunidad Valenciana,2018,Trimestre 3,Homicidios dolosos y asesinatos consumados,228
Comunidad Valenciana,2018,Trimestre 3,Hurtos,527857
Comunidad Valenciana,2018,Trimestre 3,"Robos con fuerza, violencia o intimidación",43618
Comunidad Valenciana,2018,Trimestre 3,Sustracciones de vehículos,26567
Comunidad Valenciana,2018,Trimestre 3,Tráfico de drogas,10824
Comunidad Valenciana,2018,Trimestre 3,Otros,1300
Andalucía,2018,Trimestre 4,Homicidios dolosos y asesinatos consumados,72
Andalucía,2018,Trimestre 4,Hurtos,93459
Andalucía,2018,Trimestre 4,"Robos con fuerza, violencia o intimidación",7093
Andalucía,2018,Trimestre 4,Sustracciones de vehículos,6872
Andalucía,2018,Trimestre 4,Tráfico de drogas,3663
Andalucía,2018,Trimestre 4,Otros,198
Aragón,2018,Trimestre 4,Homicidios dolosos y asesinatos consumados,81
Aragón,2018,Trimestre 4,Hurtos,104169
Aragón,2018,Trimestre 4,"Robos con fuerza, violencia o intimidación",8012
Aragón,2018,Trimestre 4,Sustracciones de vehículos,7151
Aragón,2018,Trimestre 4,Tráfico de drogas,3999
Aragón,2018,Trimestre 4,Otros,231
Principado de Asturias,2018,Trimestre 4,Homicidios dolosos y asesinatos consumados,88
Principado de Asturias,2018,Trimestre 4,Hurtos,111392
Principado de Asturias,2018,Trimestre 4,"Robos con fuerza, violencia o intimidación",8367
Principado de Asturias,2018,Trimestre 4,Sustracciones de vehículos,7362
Principado de Asturias,2018,Trimestre 4,Tráfico de drogas,4139
Principado de Asturias,2018,Trimestre 4,Otros,248
Islas Baleares,2018,Trimestre 4,Homicidios dolosos y asesinatos consumados,96
Islas Baleares,2018,Trimestre 4,Hurtos,139021
Islas Baleares,2018,Trimestre 4,"Robos con fuerza, violencia o intimidación",9597
Islas Baleares,2018,Trimestre 4,Sustracciones de vehículos,8794
Islas Baleares,2018,Trimestre 4,Tráfico de drogas,4653
Islas Baleares,2018,Trimestre 4,Otros,321
Canarias,2018,Trimestre 4,Homicidios dolosos y asesinatos consumados,121
Canarias,2018,Trimestre 4,Hurtos,166250
Canarias,2018,Trimestre 4,"Robos con fuerza, violencia o intimidación",11087
Canarias,2018,Trimestre 4,Sustracciones de vehículos,10148
Canarias,2018,Trimestre 4,Tráfico de drogas,5273
Canarias,2018,Trimestre 4,Otros,409
Cantabria,2018,Trimestre 4,Homicidios dolosos y asesinatos consumados,123
Cantabria,2018,Trimestre 4,Hurtos,170919
Cantabria,2018,Trimestre 4,"Robos con fuerza, violencia o intimidación",11264
Cantabria,2018,Trimestre 4,Sustracciones de vehículos,10271
Cantabria,2018,Trimestre 4,Tráfico de drogas,5360
Cantabria,2018,Trimestre 4,Otros,417
Castilla-La Mancha,2018,Trimestre 4,Homicidios dolosos y asesinatos consumados,131
Castilla-La Mancha,2018,Trimestre 4,Hurtos,185409
Castilla-La Mancha,2018,Trimestre 4,"Robos con fuerza, violencia o intimidación",12232
Castilla-La Mancha,2018,Trimestre 4,Sustracciones de vehículos,10939
Castilla-La Mancha,2018,Trimestre 4,Tráfico de drogas,5799
Castilla-La Mancha,2018,Trimestre 4,Otros,469
Castilla y León,2018,Trimestre 4,Homicidios dolosos y asesinatos consumados,142
Castilla y León,2018,Trimestre 4,Hurtos,205124
Castilla y León,2018,Trimestre 4,"Robos con fuerza, violencia o intimidación",12940
Castilla y León,2018,Trimestre 4,Sustracciones de vehículos,11511
Castilla y León,2018,Trimestre 4,Tráfico de drogas,6207
Castilla y León,2018,Trimestre 4,Otros,521
Cataluña,2018,Trimestre 4,Homicidios dolosos y asesinatos consumados,187
Cataluña,2018,Trimestre 4,Hurtos,397178
Cataluña,2018,Trimestre 4,"Robos con fuerza, violencia o intimidación",35446
Cataluña,2018,Trimestre 4,Sustracciones de vehículos,20704
Cataluña,2018,Trimestre 4,Tráfico de drogas,8659
Cataluña,2018,Trimestre 4,Otros,989
Ceuta,2018,Trimestre 4,Homicidios dolosos y asesinatos consumados,188
Ceuta,2018,Trimestre 4,Hurtos,398042
Ceuta,2018,Trimestre 4,"Robos con fuerza, violencia o intimidación",35596
Ceuta,2018,Trimestre 4,Sustracciones de vehículos,20951
Ceuta,2018,Trimestre 4,Tráfico de drogas,8825
Ceuta,2018,Trimestre 4,Otros,994
Extremadura,2018,Trimestre 4,Homicidios dolosos y asesinatos consumados,192
Extremadura,2018,Trimestre 4,Hurtos,404658
Extremadura,2018,Trimestre 4,"Robos con fuerza, violencia o intimidación",35848
Extremadura,2018,Trimestre 4,Sustracciones de vehículos,21111
Extremadura,2018,Trimestre 4,Tráfico de drogas,9058
Extremadura,2018,Trimestre 4,Otros,1015
Galicia,2018,Trimestre 4,Homicidios dolosos y asesinatos consumados,200
Galicia,2018,Trimestre 4,Hurtos,424561
Galicia,2018,Trimestre 4,"Robos con fuerza, violencia o intimidación",36799
Galicia,2018,Trimestre 4,Sustracciones de vehículos,21695
Galicia,2018,Trimestre 4,Tráfico de drogas,9491
Galicia,2018,Trimestre 4,Otros,1072
La Rioja,2018,Trimestre 4,Homicidios dolosos y asesinatos consumados,201
La Rioja,2018,Trimestre 4,Hurtos,426927
La Rioja,2018,Trimestre 4,"Robos con fuerza, violencia o intimidación",36876
La Rioja,2018,Trimestre 4,Sustracciones de vehículos,21773
La Rioja,2018,Trimestre 4,Tráfico de drogas,9564
La Rioja,2018,Trimestre 4,Otros,1079
Comunidad de Madrid,2018,Trimestre 4,Homicidios dolosos y asesinatos consumados,237
Comunidad de Madrid,2018,Trimestre 4,Hurtos,579631
Comunidad de Madrid,2018,Trimestre 4,"Robos con fuerza, violencia o intimidación",51144
